student_id,age,gender,decision_period,degree_program,cgpa,academic_consistency,major_subject_score,aptitude_score,logical_reasoning_score,communication_score,programming_skill,data_analysis_skill,domain_knowledge_score,digital_literacy_score,technical_certifications,leadership_score,teamwork_score,problem_solving_score,creativity_score,adaptability_score,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,emotional_stability_score,career_interest_domain,career_interest_strength,work_environment_preference,risk_tolerance,internship_count,internship_duration_months,project_count,industry_exposure_score,extracurricular_score,resume_quality_score,interview_skill_score,employability_score,career_demand_index,job_growth_rate,average_salary,competition_index,skill_demand_alignment,career_suitability_reward,employment_demand_reward,salary_potential_reward,skill_alignment_reward,student_satisfaction_reward,total_reward,next_employability_score,next_skill_alignment,career_decision_success,recommended_career
STU_00063,22,Male,2,Economics,6.91,74.22,73.06,87.2,59.18,79.0,59.33,37.37,65.04,48.69,1,67.65,94.46,87.46,90.1,54.0,57.73,75.17,53.93,81.05,57.88,Entrepreneurship,79.5,Flexible,79.27,2,12,6,49.97,49.02,82.18,51.59,73.64,72.74,7.9,755658.24,53.97,61.24,0.8538,0.7274,0.3087,0.6124,0.7008,0.6711,81.95,61.97,1,Marketing and Sales
STU_00064,18,Female,8,Science,8.0,48.41,70.73,62.73,100.0,87.55,100.0,72.51,61.19,54.53,1,74.13,67.61,81.35,64.99,82.48,68.42,40.55,45.91,72.86,72.64,Business,69.26,Field,77.69,3,3,4,60.4,78.33,78.74,100.0,73.66,70.99,4.68,656669.94,30.25,84.63,0.9278,0.7099,0.2537,0.8463,0.7258,0.7425,82.14,86.68,1,Data Science and AI
STU_00065,24,Female,6,Mathematics,8.56,69.08,84.87,65.08,57.44,86.13,64.08,67.72,50.29,86.66,1,60.68,69.0,77.69,70.64,84.57,60.45,70.99,68.41,76.49,62.39,Technology,96.27,Laboratory,57.41,2,10,5,47.91,88.16,95.21,70.19,78.37,64.72,10.03,418113.74,55.06,69.18,0.821,0.6472,0.1212,0.6918,0.8715,0.654,81.27,71.49,0,Higher Education
STU_00066,19,Female,3,Business Administration,7.39,60.75,,43.18,90.39,64.66,91.35,79.94,68.22,59.92,2,87.49,71.59,85.6,93.15,80.42,61.24,65.57,85.89,87.51,71.41,Marketing,73.33,Laboratory,55.04,3,12,4,62.84,43.97,69.56,28.98,61.38,63.06,7.52,748227.77,96.27,81.78,0.8304,0.6306,0.3046,0.8178,0.7436,0.6997,64.36,83.65,1,Software Development
STU_00067,21,Female,2,Civil Engineering,6.04,60.58,67.18,40.84,79.34,59.29,55.59,63.3,76.61,76.97,4,36.86,72.02,80.06,74.05,75.24,87.84,79.55,51.81,80.61,68.1,Research,73.78,Flexible,63.24,3,3,6,39.03,62.21,61.33,71.04,64.29,81.14,7.88,200000.0,53.58,58.1,0.7996,0.8114,0.0,0.581,0.7294,0.6204,70.88,65.58,0,Cybersecurity
STU_00068,18,Male,2,Electronics,,63.82,73.03,69.72,69.68,100.0,51.35,55.45,56.24,86.35,0,65.32,67.23,51.72,84.25,66.82,85.51,93.73,42.62,61.54,62.51,Finance,89.41,Remote,78.1,1,4,2,28.15,62.55,47.36,76.81,67.22,46.3,8.31,696762.65,49.84,58.43,0.8783,0.463,0.276,0.5843,0.7951,0.6231,75.29,57.93,0,Higher Education
STU_00069,21,Female,5,Mechanical Engineering,8.62,90.19,59.86,,93.2,89.4,71.17,68.02,73.73,65.83,4,48.9,88.79,84.34,52.88,78.41,43.16,75.8,69.61,90.96,81.46,Marketing,53.64,Flexible,30.19,4,20,5,64.06,66.4,71.45,52.46,71.98,76.31,7.74,1114854.92,74.65,75.2,0.856,0.7631,0.5083,0.752,0.6416,0.7378,74.86,80.99,1,Government and Public Service
STU_00070,23,Male,7,Electronics,8.16,73.23,86.32,89.05,64.77,45.71,78.47,93.2,72.74,100.0,2,82.47,69.12,84.71,58.45,71.03,82.98,99.18,72.6,78.38,59.95,Research,68.23,Remote,58.26,1,6,2,26.96,52.35,,41.93,72.17,88.27,11.41,703988.4,64.38,82.33,0.9062,0.8827,0.28,0.8233,0.6713,0.7634,74.51,86.83,1,Cloud and DevOps
STU_00071,19,Male,4,Mathematics,6.12,83.69,77.1,68.0,61.33,66.69,63.66,98.96,80.86,68.44,2,88.55,81.57,46.54,50.52,70.71,60.63,65.74,71.39,74.9,58.78,Engineering,82.23,Remote,71.21,0,0,7,51.64,79.67,62.92,74.6,66.4,63.42,9.73,232918.38,87.98,71.74,0.8154,0.6342,0.0183,0.7174,0.7524,0.6288,69.6,74.95,0,Data Science and AI
STU_00072,19,Female,7,Business Administration,8.81,58.37,90.06,70.99,62.38,95.7,35.92,70.33,73.61,60.52,3,57.75,76.95,64.43,68.52,66.37,73.59,55.96,96.7,74.97,67.35,Entrepreneurship,76.38,Field,31.58,0,0,3,32.27,70.9,67.59,81.73,69.81,48.92,5.75,669347.38,69.87,64.44,0.8035,0.4892,0.2607,0.6444,0.7257,0.6117,70.24,68.08,0,Marketing and Sales
STU_00073,18,Male,8,Civil Engineering,7.0,65.95,100.0,61.66,87.39,88.54,76.2,100.0,87.35,72.44,1,66.92,86.45,73.26,80.41,64.7,83.15,68.06,72.99,76.47,79.41,Data and Analytics,69.18,Laboratory,63.67,5,5,2,66.29,61.54,86.85,74.84,71.43,40.33,13.1,203449.9,67.75,86.13,0.9283,0.4033,0.0019,0.8613,0.7033,0.6451,77.71,84.48,0,Core Engineering
STU_00074,19,Female,4,Science,6.11,68.47,70.55,80.26,71.91,63.03,100.0,80.22,65.55,85.72,1,82.71,89.21,82.0,60.26,71.53,84.84,74.66,71.9,72.87,67.6,Data and Analytics,84.47,Laboratory,68.88,1,3,1,48.23,35.17,39.86,49.67,66.13,83.01,5.98,789287.06,47.9,72.26,0.9581,0.8301,0.3274,0.7226,0.7851,0.7617,74.53,73.07,1,Software Development
STU_00075,22,Male,1,Business Administration,7.36,76.08,84.93,73.98,92.36,77.23,65.19,67.31,61.55,64.29,3,72.66,100.0,74.93,76.33,69.77,51.2,68.18,76.51,68.21,60.36,Data and Analytics,78.23,Remote,100.0,1,3,3,38.57,93.04,51.27,73.71,74.29,77.78,4.68,662006.83,83.03,73.04,0.7981,0.7778,0.2567,0.7304,0.7296,0.6891,74.53,76.99,1,Entrepreneurship
STU_00076,19,Male,3,Computer Science,5.57,80.91,46.44,59.92,73.98,59.67,71.53,53.07,53.4,68.03,1,80.81,79.61,76.27,58.9,74.2,62.53,80.88,72.1,88.87,85.79,Finance,64.78,Remote,56.86,1,3,2,42.86,30.1,79.83,60.82,61.13,95.98,10.5,844084.28,56.27,57.61,0.8038,0.9598,0.3578,0.5761,0.7087,0.7017,67.34,62.91,1,Cloud and DevOps
STU_00077,21,Female,5,Economics,8.18,77.52,52.53,63.19,95.03,59.2,28.53,77.93,89.75,89.81,0,73.09,87.74,82.18,74.52,62.4,88.6,56.32,41.25,34.53,79.13,Public Service,56.67,Hybrid,70.35,1,2,3,51.32,30.52,75.46,41.8,64.7,81.77,5.35,985509.36,59.83,63.53,0.7884,0.8177,0.4364,0.6353,0.6231,0.6867,69.11,67.33,1,Research and Academia
STU_00078,21,Female,6,Science,8.77,63.5,77.5,49.46,69.66,90.0,96.86,50.76,84.19,74.14,2,75.54,75.31,85.54,52.69,71.87,91.69,82.5,68.08,68.97,86.23,Engineering,64.21,Remote,69.44,0,0,3,49.3,14.27,69.68,72.94,69.88,56.13,4.84,572735.56,36.29,83.11,0.9477,0.5613,0.2071,0.8311,0.7015,0.7056,74.42,84.63,1,Software Development
STU_00079,24,Female,3,Mathematics,6.2,83.62,68.65,61.23,82.74,64.47,73.52,35.27,78.48,67.23,4,32.05,64.22,50.31,66.66,100.0,64.57,66.3,23.19,39.09,66.18,Research,93.08,Office,100.0,4,4,1,82.75,36.61,51.26,62.81,66.55,51.93,17.18,568301.84,41.46,62.4,0.7561,0.5193,0.2046,0.624,0.8908,0.6065,73.8,64.41,0,Cloud and DevOps
STU_00080,21,Female,6,Electronics,7.2,66.08,95.59,74.59,64.25,80.66,88.1,57.73,52.36,87.35,3,68.96,64.74,86.19,66.72,73.11,61.18,57.37,59.18,71.43,91.37,Engineering,100.0,Laboratory,89.78,1,4,4,54.57,47.59,75.57,82.68,67.59,59.0,12.53,616349.32,93.33,75.81,0.8349,0.59,0.2313,0.7581,0.929,0.6856,70.78,81.97,1,Higher Education
STU_00081,24,Female,7,Computer Science,8.45,77.46,81.7,75.51,63.26,94.11,56.87,62.44,62.53,42.62,1,89.26,64.58,55.46,67.83,88.2,34.04,61.24,46.25,83.83,83.02,Business,56.49,Flexible,76.22,2,2,7,52.31,63.46,45.4,74.96,66.31,98.63,14.17,959661.47,97.67,66.26,0.8092,0.9863,0.422,0.6626,0.6814,0.7371,68.68,71.67,1,Government and Public Service
STU_00082,21,Male,8,Electronics,5.8,56.14,52.97,57.57,81.43,76.76,69.98,,84.59,96.87,3,76.22,53.2,58.97,46.0,55.2,85.82,70.09,83.25,100.0,91.78,Research,70.13,Laboratory,88.2,1,5,4,36.4,58.92,86.34,61.21,69.68,93.68,10.02,688515.5,27.45,72.78,0.817,0.9368,0.2714,0.7278,0.7147,0.7266,76.49,79.99,1,Software Development
STU_00083,22,Male,6,Information Technology,5.93,70.67,77.31,47.75,79.85,66.95,56.12,71.7,63.71,44.52,1,70.38,85.23,75.72,54.1,77.33,69.86,72.75,54.02,43.37,77.38,Engineering,66.65,Laboratory,54.61,0,0,4,26.5,54.8,79.67,63.22,66.55,53.59,4.39,568852.02,34.48,66.7,0.7668,0.5359,0.2049,0.667,0.7093,0.6056,73.29,66.65,0,Higher Education
STU_00084,25,Male,7,Commerce,7.12,80.73,66.68,65.98,78.02,100.0,16.1,81.32,77.93,92.23,2,97.5,56.46,87.45,44.22,65.02,73.81,71.17,72.24,55.01,67.24,Entrepreneurship,58.73,Office,75.55,0,0,3,9.84,70.4,53.97,64.98,67.71,68.17,6.39,688860.13,66.43,72.02,0.8163,0.6817,0.2716,0.7202,0.6169,0.6637,72.98,75.04,1,Entrepreneurship
STU_00085,24,Female,7,Mathematics,7.07,75.34,91.73,,64.66,80.24,65.09,24.5,87.41,90.01,1,60.6,67.54,80.53,67.95,58.87,68.41,93.5,66.65,51.06,51.78,Marketing,94.0,Remote,82.73,1,5,2,34.28,75.14,73.13,91.18,77.2,78.09,5.99,1043182.21,70.72,76.62,0.8633,0.7809,0.4684,0.7662,0.7853,0.7555,79.33,83.28,1,Research and Academia
STU_00086,20,Female,6,Mechanical Engineering,7.46,63.37,70.13,74.73,81.44,52.19,64.96,52.9,71.55,60.23,0,88.84,51.71,75.53,43.35,96.69,100.0,80.01,43.33,75.24,63.96,Public Service,64.87,Remote,75.57,3,6,3,63.75,49.13,75.59,70.53,78.08,73.47,10.92,686634.48,72.65,68.03,0.8012,0.7347,0.2704,0.6803,0.7105,0.669,80.65,73.13,1,Research and Academia
STU_00087,23,Male,1,Commerce,7.27,81.05,68.48,52.15,72.14,76.16,83.17,46.14,82.5,82.65,3,73.13,84.72,79.04,73.79,100.0,72.79,78.42,71.75,77.69,30.57,Business,72.49,Remote,64.14,0,0,4,41.0,72.64,75.49,61.58,71.41,60.73,6.7,847765.2,100.0,74.46,0.8083,0.6073,0.3599,0.7446,0.6961,0.6737,72.96,78.25,1,Software Development
STU_00088,18,Female,7,Electronics,5.8,63.89,59.08,64.82,65.81,92.99,35.41,29.85,72.73,69.03,4,84.0,46.36,47.75,60.42,97.22,59.47,60.67,64.9,86.71,64.33,Business,77.5,Remote,75.01,3,9,2,53.73,42.84,24.44,85.1,68.83,66.34,6.0,315796.8,40.87,65.91,0.8158,0.6634,0.0643,0.6591,0.7881,0.6306,72.66,70.28,0,Entrepreneurship
STU_00089,21,Female,1,Electrical Engineering,5.46,51.28,56.93,57.28,76.73,75.69,60.4,64.65,100.0,75.74,4,55.48,94.32,74.9,90.81,58.26,76.89,81.52,70.22,81.78,56.8,Marketing,86.9,Flexible,41.84,0,0,6,33.15,97.02,29.21,49.29,66.95,58.16,5.3,401134.52,72.96,70.23,0.8033,0.5816,0.1117,0.7023,0.7515,0.6248,73.84,72.34,0,Cybersecurity
STU_00090,19,Male,5,Commerce,5.82,87.43,61.96,74.95,68.18,88.23,52.67,61.86,67.87,99.57,1,71.57,50.07,87.98,49.53,68.49,63.58,94.0,67.42,53.25,100.0,Public Service,85.23,Office,13.39,3,9,2,69.58,59.42,100.0,77.85,76.77,74.42,8.13,589543.31,85.31,76.41,0.88,0.7442,0.2164,0.7641,0.8484,0.7212,79.57,79.23,1,Cybersecurity
STU_00091,25,Male,1,Commerce,8.0,60.95,86.58,50.78,78.75,71.25,10.53,77.41,75.52,79.82,0,100.0,68.1,74.68,53.95,80.32,91.19,82.79,72.6,92.63,47.86,Finance,89.62,Remote,74.34,1,6,3,60.4,20.16,81.74,100.0,67.47,56.68,4.67,619338.21,39.73,67.98,0.8449,0.5668,0.233,0.6798,0.7941,0.6511,71.81,69.63,0,Entrepreneurship
STU_00092,21,Female,5,Civil Engineering,8.54,84.26,96.84,82.88,58.73,70.72,58.16,23.82,79.02,90.04,1,90.03,83.89,86.01,67.39,91.05,46.97,49.4,77.08,73.6,86.06,Technology,83.66,Remote,64.45,0,0,4,32.07,61.31,91.56,55.31,75.72,71.71,10.37,1157405.6,47.9,65.67,0.8684,0.7171,0.5319,0.6567,0.8562,0.7335,81.32,67.64,1,Higher Education
STU_00093,19,Female,1,Electrical Engineering,7.29,70.92,95.76,69.96,67.2,64.2,85.77,15.29,42.37,74.38,3,64.85,68.97,65.98,94.52,51.52,49.46,73.14,90.82,63.93,61.85,Marketing,74.6,Flexible,62.17,1,4,7,47.64,76.86,72.36,89.76,69.82,55.79,5.45,865729.21,38.33,63.22,0.7721,0.5579,0.3698,0.6322,0.6743,0.6242,73.95,65.94,0,Marketing and Sales
STU_00094,23,Female,4,Electronics,8.25,82.39,79.62,69.37,77.83,44.49,49.44,66.52,83.45,46.03,1,62.79,78.06,60.47,67.9,99.65,66.7,45.27,42.1,100.0,78.36,Data and Analytics,62.48,Office,80.43,0,0,4,21.14,40.64,48.25,26.01,65.58,86.9,11.08,302601.71,64.76,62.98,0.8557,0.869,0.057,0.6298,0.7309,0.6696,70.29,71.2,1,Research and Academia
STU_00095,23,Male,5,Mechanical Engineering,6.67,63.79,62.1,54.21,53.17,69.53,68.94,78.55,72.57,45.93,0,81.11,62.81,69.01,70.23,60.24,54.57,66.79,66.63,60.62,41.92,Finance,48.62,Office,63.28,2,2,4,40.2,55.52,38.17,76.96,55.76,65.43,3.82,943650.61,63.21,62.54,0.7363,0.6543,0.4131,0.6254,0.496,0.6197,60.39,67.43,0,Finance and Banking
STU_00096,23,Other,4,Science,6.96,85.11,55.79,58.91,73.75,83.55,72.13,69.23,66.29,67.29,0,45.69,72.27,80.33,70.53,87.45,66.53,76.74,67.74,54.38,85.53,Entrepreneurship,61.98,Flexible,79.47,1,3,2,25.58,32.8,67.21,45.38,67.11,53.51,9.94,1297669.17,61.37,69.71,0.7896,0.5351,0.6098,0.6971,0.7178,0.6814,72.68,72.07,1,Software Development
STU_00097,19,Male,7,Electrical Engineering,8.51,66.91,76.3,38.27,51.96,66.99,68.44,44.46,57.2,78.31,1,61.44,88.79,66.78,100.0,58.97,70.11,76.77,78.46,57.71,94.63,Business,54.3,Flexible,64.17,2,2,9,59.11,67.93,79.02,79.21,69.21,72.09,12.97,646553.96,93.13,54.42,0.8055,0.7209,0.2481,0.5442,0.633,0.6224,75.25,56.64,0,Higher Education
STU_00098,21,Male,4,Electronics,7.96,70.44,58.96,69.71,79.53,56.99,53.32,46.49,64.57,97.9,5,67.37,69.55,86.69,64.33,82.01,97.64,76.6,99.2,71.21,81.56,Business,91.2,Flexible,89.26,3,15,5,64.8,58.22,,97.49,70.74,64.57,7.51,462247.08,63.92,69.77,0.8323,0.6457,0.1457,0.6977,0.8743,0.6625,76.62,69.52,1,Cybersecurity
STU_00099,23,Other,8,Commerce,7.61,45.98,100.0,85.07,80.38,92.2,73.28,53.53,80.88,90.61,4,56.68,77.0,57.72,82.49,73.75,79.39,94.73,50.43,63.57,74.93,Marketing,77.79,Laboratory,59.23,0,0,3,28.0,39.57,,54.71,68.01,81.51,9.89,870987.19,62.2,73.62,0.8872,0.8151,0.3728,0.7362,0.7641,0.7456,69.95,78.99,1,Government and Public Service
STU_00100,22,Male,5,Electronics,7.22,52.94,83.78,58.24,44.79,47.83,64.75,53.67,41.29,69.03,1,79.64,85.94,55.0,67.49,60.27,94.1,51.57,73.35,80.04,79.76,Entrepreneurship,71.96,Field,57.36,2,8,4,46.02,79.11,83.77,68.27,61.07,100.0,15.88,720068.56,89.63,56.49,0.759,1.0,0.2889,0.5649,0.7118,0.6834,61.1,55.3,1,Research and Academia
STU_00101,24,Female,3,Economics,6.01,83.86,73.12,67.21,67.38,64.31,42.28,82.03,49.68,58.73,3,73.5,78.79,94.35,65.44,74.35,44.77,73.38,62.17,78.91,57.37,Finance,87.64,Laboratory,76.23,2,2,6,52.03,70.24,80.48,37.9,70.88,77.64,5.2,613151.86,69.98,60.92,0.847,0.7764,0.2295,0.6092,0.7893,0.675,76.58,60.88,1,Entrepreneurship
STU_00102,19,Male,7,Mechanical Engineering,7.5,65.33,76.41,58.62,60.0,49.26,73.49,43.59,88.38,77.1,5,100.0,65.49,79.64,39.0,67.99,60.92,65.29,66.07,48.23,67.03,Public Service,100.0,Field,56.43,1,6,1,39.36,62.94,83.87,88.81,65.37,64.61,20.35,773490.12,56.68,78.58,0.781,0.6461,0.3186,0.7858,0.87,0.6948,74.49,81.61,1,Research and Academia
STU_00103,19,Female,7,Information Technology,7.77,48.5,73.03,57.58,85.28,68.04,85.5,81.38,78.83,84.77,1,53.76,85.48,83.17,76.46,67.53,53.64,70.23,25.12,71.47,79.0,Business,60.34,Hybrid,59.61,0,0,5,38.78,35.5,31.75,47.76,60.59,63.34,8.21,437024.29,71.39,83.4,0.8497,0.6334,0.1317,0.834,0.6551,0.6754,65.95,88.24,1,Data Science and AI
STU_00104,21,Female,2,Electrical Engineering,10.0,65.89,88.32,55.35,47.12,69.9,49.19,59.91,83.88,90.11,1,97.85,59.93,70.68,56.77,100.0,83.49,73.84,71.57,63.5,48.73,Finance,81.22,Office,38.8,1,3,1,26.99,72.75,69.73,100.0,66.18,47.03,14.38,726585.43,80.86,72.58,0.8261,0.4703,0.2925,0.7258,0.7848,0.6457,68.13,75.3,0,Research and Academia
STU_00105,19,Male,8,Economics,7.31,81.0,77.72,81.84,44.98,76.09,78.15,52.73,81.14,89.26,2,54.45,54.39,56.8,64.13,74.14,65.47,70.45,93.03,84.69,61.89,Research,66.33,Hybrid,59.61,2,8,5,58.33,53.75,64.74,27.29,67.77,96.04,13.98,833675.31,72.78,77.64,0.7854,0.9604,0.352,0.7764,0.67,0.7416,72.18,80.67,1,Cloud and DevOps
STU_00106,19,Female,1,Mathematics,6.96,58.45,64.03,68.37,89.78,100.0,100.0,78.05,65.91,75.59,2,76.59,53.13,71.87,56.87,52.98,61.35,75.52,70.27,92.19,79.66,Technology,95.54,Laboratory,88.29,3,15,2,59.35,49.77,80.63,75.42,74.46,83.59,11.73,328525.68,45.12,79.84,0.9654,0.8359,0.0714,0.7984,0.8385,0.751,81.86,87.4,1,Finance and Banking
STU_00107,23,Male,6,Mathematics,7.74,87.47,77.85,53.82,77.01,49.78,89.68,36.62,89.94,92.3,2,71.08,81.18,69.5,86.31,100.0,67.56,75.0,66.39,71.51,74.35,Finance,98.06,Flexible,29.8,2,6,8,55.74,57.07,56.95,90.85,62.15,80.23,10.71,287285.18,68.36,63.37,0.9029,0.8023,0.0485,0.6337,0.9371,0.6907,62.99,67.94,1,Software Development
STU_00108,21,Female,1,Information Technology,9.14,,69.83,78.39,84.83,52.0,77.95,66.16,89.41,65.29,1,61.75,88.65,65.71,61.32,73.17,68.08,89.04,59.07,38.91,67.94,Marketing,73.32,Office,31.64,2,4,3,64.84,64.99,71.37,68.87,76.13,52.77,10.52,495892.35,52.12,76.01,0.8415,0.5277,0.1644,0.7601,0.7221,0.6449,82.38,82.72,0,Cybersecurity
STU_00109,23,Male,6,Mechanical Engineering,7.82,68.99,67.49,52.72,76.34,56.23,74.09,54.86,56.09,100.0,2,86.39,52.32,64.9,82.24,100.0,70.87,81.58,44.77,42.45,69.34,Data and Analytics,39.43,Hybrid,61.74,3,9,3,73.91,78.56,42.77,60.12,57.76,56.38,10.66,363788.5,64.16,70.81,0.8271,0.5638,0.091,0.7081,0.5753,0.6091,59.93,73.48,0,Cloud and DevOps
STU_00110,24,Male,3,Civil Engineering,7.19,63.93,68.41,73.62,90.69,87.54,50.84,64.32,84.09,87.17,3,73.04,79.91,67.13,85.78,72.69,94.54,89.79,95.04,52.97,56.6,Research,87.35,Flexible,34.59,3,3,4,53.43,99.74,50.19,50.84,76.68,68.72,16.1,719592.35,60.51,72.61,0.845,0.6872,0.2887,0.7261,0.7827,0.694,84.51,74.52,1,Marketing and Sales
STU_00111,25,Male,2,Economics,6.46,49.56,70.81,67.14,51.27,60.17,51.97,64.06,52.55,100.0,2,74.56,76.15,67.83,60.09,85.48,73.56,90.33,38.81,62.01,79.01,Technology,70.09,Office,50.84,0,0,7,43.5,86.08,66.87,58.38,62.64,85.06,6.03,801151.34,67.9,62.45,0.7666,0.8506,0.334,0.6245,0.7495,0.6813,65.42,66.7,1,Cloud and DevOps
STU_00112,24,Male,3,Commerce,6.4,69.96,32.51,84.46,51.48,30.37,74.58,57.73,87.38,73.65,1,77.68,81.49,64.12,68.82,74.71,69.32,60.19,47.43,64.91,58.02,Research,61.7,Remote,88.59,1,6,3,47.21,85.05,82.0,65.51,66.45,60.58,12.39,969071.72,77.75,74.02,0.7667,0.6058,0.4273,0.7402,0.6357,0.6639,72.39,74.91,1,Entrepreneurship
STU_00113,25,Female,2,Civil Engineering,8.34,72.73,80.78,72.16,79.27,66.06,65.97,60.4,56.43,64.95,2,52.92,61.41,66.71,46.14,79.3,64.12,54.52,91.9,82.24,49.3,Research,64.52,Laboratory,74.6,1,5,2,40.95,49.03,55.61,56.72,69.03,54.76,15.76,791139.5,99.47,69.81,0.8033,0.5476,0.3284,0.6981,0.6443,0.6387,69.31,79.26,0,Higher Education
STU_00114,23,Male,5,Electrical Engineering,7.05,78.66,82.45,75.97,65.62,58.74,100.0,18.12,53.74,84.6,2,44.93,53.05,100.0,54.97,54.92,63.69,83.56,100.0,54.53,69.09,Data and Analytics,84.31,Flexible,44.98,3,18,3,47.3,37.58,87.68,84.73,78.05,74.15,14.2,693714.86,84.48,63.84,0.9754,0.7415,0.2743,0.6384,0.7539,0.7171,83.55,66.0,1,Software Development
STU_00115,24,Male,5,Economics,9.81,63.8,58.35,64.21,77.54,57.23,38.94,90.54,80.05,89.32,6,69.27,63.49,77.55,48.52,100.0,55.73,77.15,67.33,68.92,65.52,Finance,94.97,Flexible,70.64,3,15,4,71.71,66.21,41.63,49.36,67.04,63.83,16.75,826668.95,49.4,69.43,0.753,0.6383,0.3481,0.6943,0.9009,0.6694,71.46,68.92,1,Finance and Banking
STU_00116,21,Male,6,Mechanical Engineering,7.5,52.49,51.14,76.02,77.72,72.01,44.02,66.61,59.29,75.18,3,52.55,65.3,79.24,70.11,100.0,65.46,82.3,76.97,50.01,49.11,Research,68.45,Remote,68.43,2,8,7,48.98,53.36,52.95,68.23,80.37,92.25,-0.01,504832.38,54.43,64.4,0.8415,0.9225,0.1694,0.644,0.7089,0.6942,84.42,69.98,1,Finance and Banking
STU_00117,18,Male,4,Information Technology,7.99,96.01,93.31,65.22,92.48,84.97,33.88,78.11,99.56,72.12,2,75.01,63.32,63.23,64.37,60.78,71.25,76.14,68.47,66.46,70.11,Finance,56.1,Office,77.85,4,16,5,64.87,67.51,72.48,94.9,75.78,62.44,13.28,373350.83,78.46,72.42,0.9151,0.6244,0.0963,0.7242,0.5984,0.6547,82.02,76.45,0,Core Engineering
STU_00118,23,Female,4,Civil Engineering,6.74,76.08,100.0,75.47,80.54,90.15,98.52,73.23,75.11,77.88,3,96.15,88.27,57.59,66.93,59.55,83.83,85.01,92.87,81.81,51.89,Technology,79.1,Office,53.58,2,8,4,58.62,54.01,64.02,50.28,75.39,81.29,9.31,783398.22,69.15,73.44,0.8597,0.8129,0.3241,0.7344,0.6975,0.7225,78.36,77.72,1,Business Management
STU_00119,25,Female,6,Commerce,6.41,72.71,71.8,77.23,71.61,42.16,28.41,74.27,54.65,77.57,1,90.81,88.84,87.67,51.52,80.5,62.39,74.9,79.8,69.84,66.29,Research,53.96,Remote,57.25,0,0,3,24.9,34.44,46.68,34.11,66.31,82.99,9.43,730335.02,58.8,62.93,0.7762,0.8299,0.2946,0.6293,0.6173,0.6621,69.48,72.47,1,Business Management
STU_00120,22,Male,8,Mechanical Engineering,8.32,87.37,88.79,98.62,83.58,87.74,59.96,61.81,50.99,88.8,1,79.22,87.41,55.15,57.03,99.51,83.67,88.29,59.8,90.92,38.3,Marketing,73.83,Office,73.4,2,2,3,28.75,54.2,69.02,90.73,75.68,81.28,0.8,624078.41,89.66,62.27,0.9605,0.8128,0.2356,0.6227,0.7186,0.7136,80.82,64.41,1,Government and Public Service
STU_00121,25,Female,5,Computer Science,,61.02,70.84,30.36,58.67,84.29,52.51,100.0,61.19,100.0,1,57.26,56.87,73.32,49.19,70.6,95.69,70.39,81.25,44.99,33.87,Entrepreneurship,55.71,Office,65.42,1,6,3,47.14,55.08,70.77,98.41,61.81,75.38,12.52,204271.59,63.86,75.25,0.8183,0.7538,0.0024,0.7525,0.5432,0.6391,67.18,80.31,0,Research and Academia
STU_00122,22,Female,8,Business Administration,6.21,58.89,75.89,58.1,42.33,65.35,12.54,69.78,52.89,86.7,1,52.8,100.0,72.44,49.39,40.7,87.31,67.27,33.85,100.0,92.2,Data and Analytics,100.0,Field,60.48,1,6,2,67.71,63.12,88.99,38.43,71.97,47.45,-5.0,774937.57,47.86,55.79,0.7372,0.4745,0.3194,0.5579,0.8658,0.59,75.06,60.11,0,Higher Education
STU_00123,19,Male,6,Civil Engineering,6.52,81.9,67.37,47.16,71.72,78.68,34.1,34.29,53.93,62.46,3,78.28,71.57,68.13,69.82,72.74,62.85,81.31,85.89,71.46,36.33,Marketing,100.0,Flexible,59.0,2,4,4,61.39,32.66,78.66,93.29,68.45,84.7,3.85,697618.72,52.97,58.61,0.8471,0.847,0.2765,0.5861,0.8181,0.6933,70.73,62.73,1,Marketing and Sales
STU_00124,24,Female,4,Mathematics,6.61,97.02,83.57,56.49,100.0,60.09,57.44,63.85,69.16,82.77,2,74.05,86.11,68.48,77.25,82.88,72.78,86.66,12.45,81.6,77.05,Public Service,87.55,Laboratory,100.0,1,6,2,45.07,64.61,71.84,75.16,79.73,85.02,3.77,780125.67,67.73,66.67,0.8377,0.8502,0.3223,0.6667,0.8452,0.7209,83.62,71.1,1,Higher Education
STU_00125,22,Female,6,Information Technology,8.21,55.29,77.46,73.27,81.29,36.24,61.12,69.69,62.85,61.48,1,76.0,71.36,73.89,85.71,70.43,70.99,70.09,27.25,66.18,90.98,Public Service,78.8,Remote,68.68,0,0,2,28.91,80.59,82.7,59.62,67.14,77.64,8.0,772932.16,64.5,62.6,0.7868,0.7764,0.3183,0.626,0.7956,0.6751,66.62,65.52,1,Entrepreneurship
STU_00126,25,Female,5,Electronics,7.83,73.15,92.74,70.66,51.57,67.12,79.69,61.82,58.93,64.34,3,84.42,44.7,61.67,79.86,90.23,92.12,76.0,97.69,53.67,53.28,Entrepreneurship,64.54,Field,47.32,1,2,8,58.71,81.39,68.46,94.01,69.12,62.95,-0.05,302052.91,58.51,71.55,0.7833,0.6295,0.0567,0.7155,0.6743,0.6157,72.05,74.11,0,Cloud and DevOps
